"","X","CancerSite","Sex","Race","Year","rate.2.2018","se.2.2018","modrate.2.2018","rate.11.2018","se.11.2018","modrate.11.2018","rate.2.2019","se.2.2019","modrate.2.2019"
"828",828,"Esophagus","Both Sexes","White",2000,4.550742746,0.086752771,4.707468571,4.550808789,0.086754047,4.70301392,4.550808789,0.086754047,4.694290883
"829",829,"Esophagus","Both Sexes","White",2001,4.668857513,0.08738904,4.691150015,4.668743665,0.087386991,4.687312235,4.668743665,0.087386991,4.678629145
"830",830,"Esophagus","Both Sexes","White",2002,4.512868967,0.085265674,4.674888028,4.513078029,0.085269626,4.671662973,4.513078029,0.085269626,4.66301966
"831",831,"Esophagus","Both Sexes","White",2003,4.593321518,0.085419951,4.658682414,4.593430698,0.085421969,4.656065958,4.593430698,0.085421969,4.647462253
"832",832,"Esophagus","Both Sexes","White",2004,4.919426909,0.087916556,4.642532977,4.919620574,0.087919955,4.640521016,4.919620574,0.087919955,4.631956751
"833",833,"Esophagus","Both Sexes","White",2005,4.614722402,0.085793884,4.626439522,4.614677089,0.085793098,4.625027974,4.501733545,0.083686689,4.616502981
"834",834,"Esophagus","Both Sexes","White",2006,4.609475132,0.084019532,4.610401856,4.609314006,0.084017038,4.609586656,4.609314006,0.084017038,4.60110077
"835",835,"Esophagus","Both Sexes","White",2007,4.664718758,0.084054156,4.594419784,4.662203197,0.084009441,4.594196892,4.663441821,0.084018572,4.585749945
"836",836,"Esophagus","Both Sexes","White",2008,4.61056315,0.082716932,4.578493115,4.609420935,0.082684549,4.578858509,4.607189193,0.082644534,4.570450337
"837",837,"Esophagus","Both Sexes","White",2009,4.763710868,0.083219864,4.562621656,4.757558635,0.083152365,4.563571335,4.756564972,0.083122361,4.555201773
"838",838,"Esophagus","Both Sexes","White",2010,4.457638182,0.079831705,4.546805216,4.455491609,0.07979545,4.5483352,4.451513212,0.079736233,4.540004083
"839",839,"Esophagus","Both Sexes","White",2011,4.64318061,0.081093627,4.531043604,4.638890463,0.081036336,4.533149932,4.635482424,0.080976396,4.524857098
"840",840,"Esophagus","Both Sexes","White",2012,4.556997629,0.079650683,4.51533663,4.552630904,0.079567825,4.518015363,4.548932287,0.079502856,4.509760648
"841",841,"Esophagus","Both Sexes","White",2013,4.396797626,0.07739986,4.499684104,4.392900421,0.077325506,4.502931323,4.390771994,0.077276112,4.494714565
"842",842,"Esophagus","Both Sexes","White",2014,4.484647124,0.077680224,4.484085839,4.483264676,0.077594929,4.487897643,4.489697277,0.077638676,4.479718681
"843",843,"Esophagus","Both Sexes","White",2015,4.479390485,0.077098452,4.468541645,4.457694817,0.076510777,4.472914155,4.465908955,0.076539757,4.464772829
"844",844,"Esophagus","Both Sexes","White",2016,4.285184631,0.07693544,4.453051335,4.349603551,0.075337805,4.457980691,4.416490378,0.075912192,4.44987684
"845",845,"Esophagus","Both Sexes","White",2017,NA,NA,NA,NA,NA,NA,4.330136743,0.076832718,4.43503055
"846",846,"Esophagus","Both Sexes","Black",2000,7.203879454,0.334187872,7.406228918,7.203879454,0.334187872,7.382325987,7.203879454,0.334187872,7.308693022
"847",847,"Esophagus","Both Sexes","Black",2001,7.463790749,0.335401851,7.075200379,7.478344996,0.335717482,7.056924596,7.478344996,0.335717482,6.992974783
"848",848,"Esophagus","Both Sexes","Black",2002,6.379459126,0.306675923,6.758967481,6.378449651,0.306637301,6.745866389,6.378449651,0.306637301,6.690894825
"849",849,"Esophagus","Both Sexes","Black",2003,6.944045197,0.316557172,6.456868916,6.944045197,0.316557172,6.448519143,6.930123238,0.316250885,6.401864007
"850",850,"Esophagus","Both Sexes","Black",2004,6.00964263,0.292597024,6.168272938,6.00964263,0.292597024,6.164278498,6.021594327,0.292841017,6.125318635
"851",851,"Esophagus","Both Sexes","Black",2005,5.583232467,0.289227203,5.892576035,5.583232467,0.289227203,5.892566736,5.194204412,0.268957493,5.860719369
"852",852,"Esophagus","Both Sexes","Black",2006,5.435733861,0.272934249,5.629201671,5.435733861,0.272934249,5.632831605,5.435733861,0.272934249,5.607550165
"853",853,"Esophagus","Both Sexes","Black",2007,5.530128552,0.271520914,5.377599077,5.526597799,0.271338655,5.384545192,5.516089712,0.271135106,5.365317271
"854",854,"Esophagus","Both Sexes","Black",2008,5.282565898,0.261270899,5.137242105,5.294919473,0.261594989,5.147202856,5.292004011,0.261447293,5.133548265
"855",855,"Esophagus","Both Sexes","Black",2009,4.825182511,0.247259379,4.907628118,4.815490556,0.246716916,4.920322199,4.811207627,0.246493273,4.911791131
"856",856,"Esophagus","Both Sexes","Black",2010,4.910591792,0.246624691,4.68827695,4.902586396,0.246218191,4.703442087,4.8961053,0.245854712,4.699613381
"857",857,"Esophagus","Both Sexes","Black",2011,4.101507513,0.219923028,4.478729894,4.086626754,0.219032772,4.496121711,4.079715468,0.218643886,4.496601207
"858",858,"Esophagus","Both Sexes","Black",2012,4.428325433,0.226791534,4.278548746,4.418514976,0.225851037,4.297939693,4.409838974,0.225373828,4.302358679
"859",859,"Esophagus","Both Sexes","Black",2013,4.356201142,0.21986067,4.087314887,4.328938784,0.218650928,4.108493229,4.319920173,0.218190134,4.116506968
"860",860,"Esophagus","Both Sexes","Black",2014,3.709657805,0.199387868,3.904628409,3.685956234,0.197960219,3.927397269,3.688962484,0.1978139,3.938683611
"861",861,"Esophagus","Both Sexes","Black",2015,3.686184565,0.195055734,3.73010728,3.676651997,0.193814905,3.754283736,3.665952531,0.193231117,3.768541802
"862",862,"Esophagus","Both Sexes","Black",2016,3.572534071,0.194172139,3.56338654,3.756716794,0.19377388,3.588800777,3.798504653,0.194722176,3.605749716
"863",863,"Esophagus","Both Sexes","Black",2017,NA,NA,NA,NA,NA,NA,3.519211136,0.190849378,3.449989864
"864",864,"Esophagus","Male","All Races",2000,7.903537556,0.159252104,8.262573369,7.903162422,0.159244473,8.250941632,7.903162422,0.159244473,8.217813381
"865",865,"Esophagus","Male","All Races",2001,8.349874965,0.163188516,8.180881172,8.351607486,0.163185127,8.171036884,8.355023886,0.163220885,8.141410944
"866",866,"Esophagus","Male","All Races",2002,7.745267995,0.15526404,8.099996667,7.745121792,0.155260608,8.091905958,7.745121792,0.155260608,8.065718834
